	method	tf	M	fid	args
14	DT	31.87383328062299	95	0.9956223816276754	(8, 4, 1223749, 0, 1.0)
15	DT	44.824482184586365	67	0.9999999774795342	(4, 2, 1223749, 2, 1.0)
16	DT	21.672125071453813	51	0.9999970620690759	(6, 3, 1223749, 0, 1.0)
17	DT	70.09187833087464	192	0.9777979725285864	(8, 4, 1223749, 5, 1.0)
18	DT	31.87383328062299	95	0.9999997427771922	(8, 4, 1223749, 0, 1.0)
19	DT	30.256353376570324	75	0.9777979725285864	(7, 4, 1223749, 11, 1.0)
20	DT	39.317827762509644	108	0.9999997427771922	(8, 4, 1223749, 10, 1.0)
21	DT	31.87383328062299	95	0.9777979725285864	(8, 4, 1223749, 0, 1.0)
22	DT	21.672125071453813	51	0.9901413995231718	(6, 3, 1223749, 0, 1.0)
23	DT	74.45778192576036	204	0.9999997427771922	(8, 4, 1223749, 15, 1.0)
24	DT	21.672125071453813	51	0.9999664437295102	(6, 3, 1223749, 0, 1.0)
25	DT	39.317827762509644	108	0.999993383642715	(8, 4, 1223749, 10, 1.0)
26	DT	20.08351234691571	30	0.9999986954395383	(4, 2, 1223749, 1, 1.0)
27	DT	15.063243419319775	41	0.9999999774795342	(7, 4, 1223749, 0, 1.0)
28	DT	31.87383328062299	95	0.9999999492828621	(8, 4, 1223749, 0, 1.0)
29	DT	20.08351234691571	30	1.0	(4, 2, 1223749, 1, 1.0)
30	DT	36.72400022377217	82	0.9999999774795342	(6, 3, 1223749, 6, 1.0)
31	DT	15.063243419319775	41	0.9999970620690759	(7, 4, 1223749, 0, 1.0)
32	DT	30.256353376570324	75	0.999993383642715	(7, 4, 1223749, 11, 1.0)
33	DT	18.580306022564123	37	0.9999997427771922	(5, 3, 1223749, 0, 1.0)
34	DT	31.87383328062299	95	0.99999999	(8, 4, 1223749, 0, 1.0)
35	DT	74.45778192576036	204	0.9999994207222558	(8, 4, 1223749, 15, 1.0)
36	DT	20.71490841274122	41	0.9999999774795342	(5, 3, 1223749, 2, 1.0)
37	DT	39.317827762509644	108	0.9996167291477257	(8, 4, 1223749, 10, 1.0)
38	DT	44.824482184586365	67	0.9999970620690759	(4, 2, 1223749, 2, 1.0)
39	DT	20.08351234691571	30	0.9999244297158603	(4, 2, 1223749, 1, 1.0)
40	DT	27.669801480694208	51	0.9998298122001763	(5, 3, 1223749, 5, 1.0)
41	DT	40.061516146707994	90	0.9956223816276754	(6, 3, 1223749, 8, 1.0)
42	DT	25.072408441975732	50	0.9999994207222558	(4, 2, 1223749, 0, 1.0)
43	DT	70.09187833087464	192	0.95	(8, 4, 1223749, 5, 1.0)
44	DT	31.87383328062299	95	0.9999850996552149	(8, 4, 1223749, 0, 1.0)
45	DT	44.824482184586365	67	0.9777979725285864	(4, 2, 1223749, 2, 1.0)
46	DT	31.87383328062299	95	0.9999970620690759	(8, 4, 1223749, 0, 1.0)
47	DT	18.580306022564123	37	0.9999244297158603	(5, 3, 1223749, 0, 1.0)
48	DT	39.317827762509644	108	0.9777979725285864	(8, 4, 1223749, 10, 1.0)
49	DT	30.905755670485895	46	0.9999970620690759	(4, 2, 1223749, 3, 1.0)
50	DT	30.256353376570324	75	0.9999986954395383	(7, 4, 1223749, 11, 1.0)
51	DT	36.72400022377217	82	0.9999994207222558	(6, 3, 1223749, 6, 1.0)
52	DT	30.905755670485895	46	0.9901413995231718	(4, 2, 1223749, 3, 1.0)
53	DT	74.45778192576036	204	0.9991368561885445	(8, 4, 1223749, 15, 1.0)
54	DT	39.317827762509644	108	1.0	(8, 4, 1223749, 10, 1.0)
55	DT	44.824482184586365	67	0.9901413995231718	(4, 2, 1223749, 2, 1.0)
56	DT	20.71490841274122	41	0.9901413995231718	(5, 3, 1223749, 2, 1.0)
57	DT	21.672125071453813	51	0.9999994207222558	(6, 3, 1223749, 0, 1.0)
58	DT	36.72400022377217	82	0.999993383642715	(6, 3, 1223749, 6, 1.0)
59	DT	27.669801480694208	51	0.9901413995231718	(5, 3, 1223749, 5, 1.0)
60	DT	30.905755670485895	46	0.9996167291477257	(4, 2, 1223749, 3, 1.0)
61	DT	36.72400022377217	82	0.9956223816276754	(6, 3, 1223749, 6, 1.0)
62	DT	30.256353376570324	75	0.9991368561885445	(7, 4, 1223749, 11, 1.0)
63	DT	18.134337405558778	40	0.9998298122001763	(6, 3, 1223749, 3, 1.0)
64	DT	20.71490841274122	41	0.95	(5, 3, 1223749, 2, 1.0)
65	DT	30.905755670485895	46	0.9999244297158603	(4, 2, 1223749, 3, 1.0)
66	DT	39.317827762509644	108	0.9999999492828621	(8, 4, 1223749, 10, 1.0)
67	DT	21.672125071453813	51	0.9999999492828621	(6, 3, 1223749, 0, 1.0)
68	DT	36.72400022377217	82	0.9999998857826431	(6, 3, 1223749, 6, 1.0)
69	DT	46.62934994568243	116	0.9999850996552149	(7, 4, 1223749, 4, 1.0)
70	DT	31.87383328062299	95	0.9999994207222558	(8, 4, 1223749, 0, 1.0)
71	DT	40.061516146707994	90	0.9996167291477257	(6, 3, 1223749, 8, 1.0)
72	DT	39.317827762509644	108	0.95	(8, 4, 1223749, 10, 1.0)
73	DT	18.134337405558778	40	0.9999997427771922	(6, 3, 1223749, 3, 1.0)
74	DT	15.063243419319775	41	0.9999850996552149	(7, 4, 1223749, 0, 1.0)
75	DT	21.672125071453813	51	0.9998298122001763	(6, 3, 1223749, 0, 1.0)
76	DT	27.669801480694208	51	0.9999998857826431	(5, 3, 1223749, 5, 1.0)
77	DT	27.669801480694208	51	0.999993383642715	(5, 3, 1223749, 5, 1.0)
78	DT	31.87383328062299	95	0.95	(8, 4, 1223749, 0, 1.0)
79	DT	31.87383328062299	95	0.9980561599327656	(8, 4, 1223749, 0, 1.0)
80	DT	30.905755670485895	46	0.9999999774795342	(4, 2, 1223749, 3, 1.0)
81	DT	30.905755670485895	46	0.9998298122001763	(4, 2, 1223749, 3, 1.0)
82	DT	36.72400022377217	82	0.9999970620690759	(6, 3, 1223749, 6, 1.0)
83	DT	30.256353376570324	75	0.99999999	(7, 4, 1223749, 11, 1.0)
84	DT	18.580306022564123	37	1.0	(5, 3, 1223749, 0, 1.0)
85	DT	20.08351234691571	30	0.9999999492828621	(4, 2, 1223749, 1, 1.0)
86	DT	36.72400022377217	82	0.9999999492828621	(6, 3, 1223749, 6, 1.0)
87	DT	20.71490841274122	41	0.999993383642715	(5, 3, 1223749, 2, 1.0)
88	DT	31.87383328062299	95	0.9999244297158603	(8, 4, 1223749, 0, 1.0)
89	DT	36.72400022377217	82	0.9980561599327656	(6, 3, 1223749, 6, 1.0)
90	DT	21.672125071453813	51	0.9999244297158603	(6, 3, 1223749, 0, 1.0)
91	DT	30.905755670485895	46	0.999993383642715	(4, 2, 1223749, 3, 1.0)
92	DT	21.672125071453813	51	0.9999998857826431	(6, 3, 1223749, 0, 1.0)
93	DT	44.824482184586365	67	0.99999999	(4, 2, 1223749, 2, 1.0)
94	DT	74.45778192576036	204	0.9998298122001763	(8, 4, 1223749, 15, 1.0)
95	DT	27.669801480694208	51	0.9996167291477257	(5, 3, 1223749, 5, 1.0)
96	DT	70.09187833087464	192	0.9999986954395383	(8, 4, 1223749, 5, 1.0)
97	DT	18.134337405558778	40	0.999993383642715	(6, 3, 1223749, 3, 1.0)
98	DT	70.09187833087464	192	0.999993383642715	(8, 4, 1223749, 5, 1.0)
99	DT	30.905755670485895	46	0.9999994207222558	(4, 2, 1223749, 3, 1.0)
100	DT	18.580306022564123	37	0.9998298122001763	(5, 3, 1223749, 0, 1.0)
101	DT	36.72400022377217	82	0.9999997427771922	(6, 3, 1223749, 6, 1.0)
102	DT	25.072408441975732	50	0.9999664437295102	(4, 2, 1223749, 0, 1.0)
103	DT	70.09187833087464	192	0.9901413995231718	(8, 4, 1223749, 5, 1.0)
104	DT	20.272053826375494	50	0.9991368561885445	(7, 4, 1223749, 8, 1.0)
105	DT	20.272053826375494	50	0.9999986954395383	(7, 4, 1223749, 8, 1.0)
106	DT	18.134337405558778	40	0.9999664437295102	(6, 3, 1223749, 3, 1.0)
107	DT	70.09187833087464	192	1.0	(8, 4, 1223749, 5, 1.0)
108	DT	25.072408441975732	50	0.9999998857826431	(4, 2, 1223749, 0, 1.0)
109	DT	30.905755670485895	46	0.99999999	(4, 2, 1223749, 3, 1.0)
110	DT	20.272053826375494	50	0.9998298122001763	(7, 4, 1223749, 8, 1.0)
111	DT	74.45778192576036	204	0.9956223816276754	(8, 4, 1223749, 15, 1.0)
112	DT	70.09187833087464	192	0.9999998857826431	(8, 4, 1223749, 5, 1.0)
